# date:Sat Dec 04 10:46:34 CET 2021
# maxtrees:1000000.0
# AP mean [mm]:700.0
# AP std [mm]:150.0
# Temp mean [°C]:f(t) = 0.01*t + 10
# Temp std [°C]:2.5
# offspringRate [%]:2.0
Spruce (count),Spruce volume (m^3),Fir (count),Fir volume (m^3),Beech (count),Beech volume (m^3)
131,1.499954217963836E8,0,0.0,175,1.257283175384824E9
131,1.4715329817313817E8,0,0.0,176,1.2713946851849473E9
128,1.4545432614888352E8,0,0.0,172,1.2360824165293071E9
127,1.4735854237101856E8,0,0.0,176,1.2254633558539212E9
125,1.4837666363859853E8,0,0.0,174,1.2298319995433958E9
121,1.4403974104753688E8,0,0.0,169,1.1952145866932976E9
123,1.4506795030753365E8,0,0.0,171,1.200170237173759E9
122,1.4368903779976186E8,0,0.0,169,1.1789033931007352E9
121,1.4354932966599235E8,0,0.0,167,1.1630801927737737E9
120,1.4317776449094698E8,0,0.0,167,1.1704050398986042E9
120,1.4465783001193717E8,0,0.0,164,1.1678213780412116E9
122,1.4405923996097675E8,0,0.0,166,1.172522894978411E9
125,1.458806145976365E8,0,0.0,165,1.1798789464399652E9
124,1.4721015235577527E8,0,0.0,167,1.1705422345326293E9
124,1.4895897857609135E8,0,0.0,164,1.1747097255967336E9
127,1.4727910124368447E8,0,0.0,164,1.1686375117311692E9
126,1.4794824293417755E8,0,0.0,163,1.1770770898815448E9
126,1.4973771628845868E8,0,0.0,163,1.1879382995247006E9
123,1.4970159430713508E8,0,0.0,161,1.1845276505200033E9
123,1.4979198665288603E8,0,0.0,164,1.167831555774881E9
122,1.508538264454348E8,0,0.0,161,1.1449337232734256E9
121,1.4898545371896717E8,0,0.0,158,1.1437016951969686E9
125,1.47054404797987E8,0,0.0,156,1.1371825385273445E9
123,1.485059110738564E8,0,0.0,154,1.1117484970447083E9
123,1.4968013474091077E8,0,0.0,152,1.1150756194725628E9
123,1.5129596414233804E8,0,0.0,148,1.121691287462891E9
123,1.5241415949254897E8,0,0.0,149,1.1307518681133158E9
121,1.506995231880996E8,0,0.0,146,1.076992203445032E9
120,1.4952553514037243E8,0,0.0,145,1.0538905129913228E9
118,1.4947353003765953E8,0,0.0,141,1.0265671221663554E9
121,1.4875139572679344E8,0,0.0,141,1.0112507225990719E9
124,1.4752335490515375E8,0,0.0,142,1.0138217462082851E9
124,1.4908640520370853E8,0,0.0,140,9.846949322907755E8
123,1.4822081436339545E8,0,0.0,140,9.906704376328152E8
121,1.4896096554918814E8,0,0.0,139,9.97290269626881E8
121,1.505012663610583E8,0,0.0,137,9.804076569201064E8
121,1.5202735949605957E8,0,0.0,135,9.674109430080451E8
122,1.534057481524943E8,0,0.0,136,9.521367217490867E8
121,1.5459374822042683E8,0,0.0,135,9.611209781142689E8
121,1.5569315469772622E8,0,0.0,134,9.670583622429631E8
121,1.5764284924922705E8,0,0.0,134,9.782172362012037E8
120,1.585999307501316E8,0,0.0,134,9.839563989998928E8
120,1.5982301941064993E8,0,0.0,133,9.908540908359115E8
120,1.612058274063197E8,0,0.0,130,9.877135115761011E8
119,1.605835037021401E8,0,0.0,128,9.773311000581461E8
121,1.6022079305359912E8,0,0.0,129,9.847912958863642E8
121,1.6188433243738666E8,0,0.0,125,9.821404056534094E8
118,1.589163670942033E8,0,0.0,123,9.89748852176525E8
119,1.6002081173567423E8,0,0.0,120,9.499342204326526E8
116,1.602252137887289E8,0,0.0,118,9.163566588731275E8
115,1.5886422369331214E8,0,0.0,117,9.233891900834358E8
117,1.5927620328526175E8,0,0.0,116,9.091808034191334E8
117,1.545964266709913E8,0,0.0,116,9.172612109997916E8
115,1.5250573761783925E8,0,0.0,113,9.068937973821378E8
115,1.536640930721496E8,0,0.0,110,8.739240230311018E8
115,1.5449917402406144E8,0,0.0,112,8.530465828523299E8
114,1.5559477214453351E8,0,0.0,109,8.325639229667759E8
115,1.5236933767950055E8,0,0.0,107,7.989056074687176E8
116,1.5234057137973312E8,0,0.0,108,7.878194377320863E8
116,1.542723864861597E8,0,0.0,106,7.952887865770737E8
119,1.5255590304834712E8,0,0.0,103,7.668108758173612E8
117,1.5037571394026592E8,0,0.0,103,7.729846671346372E8
117,1.5154346316172254E8,0,0.0,102,7.72721276132733E8
114,1.5183915630923155E8,0,0.0,102,7.804660627803738E8
114,1.5367644294305885E8,0,0.0,101,7.885481263651272E8
113,1.5263742957664922E8,0,0.0,103,7.942783027902778E8
117,1.5411156420114022E8,0,0.0,101,7.867572004448862E8
116,1.5243845576348802E8,0,0.0,103,7.314466694109515E8
116,1.5385786751669544E8,0,0.0,102,7.380381241517217E8
115,1.5494355303055298E8,0,0.0,102,7.432690879330604E8
116,1.5262026695558265E8,0,0.0,102,7.379898096796148E8
114,1.5061718936788926E8,0,0.0,101,7.434665501768602E8
113,1.5166970100599512E8,0,0.0,101,7.484905700790795E8
110,1.4618238275892994E8,0,0.0,99,7.535406377901989E8
108,1.463385413948133E8,0,0.0,97,7.284678781537578E8
110,1.471330323913455E8,0,0.0,97,7.288599067342151E8
108,1.4575128300287947E8,0,0.0,92,6.73318158279251E8
104,1.4468257366403666E8,0,0.0,92,6.781676253064057E8
103,1.4349522867099282E8,0,0.0,92,6.848220917304534E8
104,1.445762743620604E8,0,0.0,95,6.899900485889977E8
103,1.4569833924284834E8,0,0.0,92,6.96155467573214E8
103,1.465342553175525E8,0,0.0,92,7.002071815367188E8
105,1.479708108570495E8,0,0.0,92,7.04878808876971E8
103,1.424838519906094E8,0,0.0,92,7.115114076628286E8
101,1.4297887689398837E8,0,0.0,90,7.025831977792226E8
101,1.4418353835300702E8,0,0.0,89,7.070656547829915E8
101,1.458653174293509E8,0,0.0,85,6.829699310529175E8
99,1.432912079461514E8,0,0.0,80,6.027045606648018E8
102,1.443354775425427E8,0,0.0,81,6.075302079981158E8
100,1.4175099797741112E8,0,0.0,79,5.966018552563883E8
98,1.361505335479232E8,0,0.0,79,6.011641349947556E8
94,1.3527838841407222E8,0,0.0,79,6.063850585840992E8
94,1.3672079845917273E8,0,0.0,78,5.906122977629129E8
94,1.383600315191113E8,0,0.0,78,5.986531622230115E8
94,1.3925706890739653E8,0,0.0,77,5.974695847716793E8
88,1.355376693240367E8,0,0.0,77,6.031002832661257E8
90,1.365167668110793E8,0,0.0,78,6.077403540036683E8
88,1.3736986308925027E8,0,0.0,78,6.133080311915891E8
88,1.3772916600929624E8,0,0.0,80,6.050575362694958E8
87,1.3877427868079317E8,0,0.0,80,6.106890242343804E8
87,1.4008549057998276E8,0,0.0,78,5.832354639197599E8
88,1.388685029186648E8,0,0.0,79,5.621834499330912E8
86,1.353947665049803E8,0,0.0,79,5.676141464679235E8
86,1.367054935570706E8,0,0.0,78,5.744444183416543E8
87,1.3813475607282412E8,0,0.0,79,5.735204136975064E8
87,1.3932538459626564E8,0,0.0,78,5.727138880605806E8
89,1.3870574629435918E8,0,0.0,78,5.790114927004745E8
89,1.4014858684199685E8,0,0.0,78,5.867534731363573E8
87,1.3948295835710552E8,0,0.0,78,5.913054608147424E8
87,1.4075773899568778E8,0,0.0,76,5.836271364009327E8
86,1.4116525032369602E8,0,0.0,75,5.879745714897292E8
85,1.3872795680676544E8,0,0.0,74,5.624898011722511E8
84,1.3798382916919416E8,0,0.0,74,5.681640104983529E8
82,1.3559626406260553E8,0,0.0,73,5.685673461316512E8
82,1.3679488349168342E8,0,0.0,73,5.751569361950624E8
82,1.3760438500863364E8,0,0.0,73,5.79643930934074E8
82,1.3849748596182346E8,0,0.0,73,5.846070187590945E8
80,1.3620336483663237E8,0,0.0,71,5.894211562879856E8
80,1.372277482210401E8,0,0.0,71,5.951752158860366E8
78,1.372692979377636E8,0,0.0,70,5.984437986986519E8
77,1.3573318938279328E8,0,0.0,69,5.887786899220124E8
77,1.3342681737063424E8,0,0.0,70,5.922717764856112E8
76,1.3138507742286766E8,0,0.0,72,5.985361129466462E8
75,1.322905121158919E8,0,0.0,72,6.042790479521573E8
75,1.3331339061007877E8,0,0.0,71,5.796397026428056E8
75,1.3402720145137563E8,0,0.0,69,5.509473097978178E8
73,1.3070160876371768E8,0,0.0,68,5.252707629001662E8
72,1.3111480208311284E8,0,0.0,67,5.247924754364769E8
71,1.299083687710238E8,0,0.0,67,5.293669936781435E8
73,1.3090577690753625E8,0,0.0,68,5.353999005182636E8
71,1.312101987985939E8,0,0.0,66,5.206712904868162E8
70,1.2928984209557453E8,0,0.0,69,5.253279948369245E8
70,1.3021782648065417E8,0,0.0,68,5.076539186187786E8
70,1.311456422862939E8,0,0.0,66,5.0900773204244465E8
68,1.2704097547233994E8,0,0.0,65,5.1353537357776237E8
67,1.2777844737740745E8,0,0.0,65,5.207182902491317E8
66,1.2635461333062872E8,0,0.0,67,5.256311196062964E8
68,1.273448167088582E8,0,0.0,67,5.3195801215440375E8
68,1.2840126275608118E8,0,0.0,66,5.362613940205937E8
70,1.2948086438318296E8,0,0.0,67,5.430144544174693E8
70,1.303165837862295E8,0,0.0,67,5.483276625649308E8
68,1.2575052010153572E8,0,0.0,65,5.507220578922976E8
66,1.2082982046322118E8,0,0.0,64,5.55449832176257E8
65,1.1847785275379568E8,0,0.0,64,5.611092870598493E8
64,1.1807819926756467E8,0,0.0,66,5.461248370856985E8
65,1.186816737831865E8,0,0.0,65,5.325524307946719E8
63,1.1167556199394971E8,0,0.0,65,5.367932603615008E8
63,1.1240970315338938E8,0,0.0,65,5.416705789448198E8
61,1.1029751796996555E8,0,0.0,64,5.287274930637253E8
61,1.1083531195687793E8,0,0.0,64,5.322705460874836E8
57,1.0310568481312594E8,0,0.0,63,5.059370664905952E8
58,1.0386841206104231E8,0,0.0,64,5.112141673190388E8
58,1.0462141881334548E8,0,0.0,64,5.164274074405996E8
56,1.0135429885684074E8,0,0.0,62,5.022852255267363E8
55,9.829697544502345E7,0,0.0,62,5.051571815900672E8
55,9.886362948654704E7,0,0.0,62,5.090498932155646E8
55,9.927628504620744E7,0,0.0,61,4.8486661573159534E8
55,1.0007934198884368E8,0,0.0,60,4.8481224916883796E8
53,9.748304408112198E7,0,0.0,60,4.8804464667418474E8
53,9.809621621942374E7,0,0.0,59,4.693746345916511E8
53,9.869969895163159E7,0,0.0,59,4.734616320945025E8
53,9.955386015279676E7,0,0.0,59,4.7928358992187047E8
52,1.0002243773828876E8,0,0.0,58,4.6580737357827264E8
52,1.0055065942036897E8,0,0.0,58,4.6929070478271544E8
53,1.0130057605926275E8,0,0.0,60,4.741962114884929E8
54,1.0211270118463792E8,0,0.0,62,4.7952636950059927E8
52,9.984182104068816E7,0,0.0,65,4.837058942958157E8
54,9.709889291170548E7,0,0.0,64,4.862925163174915E8
54,9.567072919395067E7,0,0.0,66,4.900544762511767E8
54,9.627101765625316E7,0,0.0,64,4.936961424561896E8
50,9.139559523682804E7,0,0.0,64,4.968553334164568E8
50,9.196659635448131E7,0,0.0,63,4.703662571890717E8
49,9.261193573356462E7,0,0.0,63,4.7521363975326854E8
49,9.321619024480315E7,0,0.0,63,4.797841246561879E8
47,8.766388995950617E7,0,0.0,62,4.833034127100809E8
47,8.812803285749683E7,0,0.0,60,4.7496113570209575E8
47,8.526401349216752E7,0,0.0,59,4.337302970992145E8
47,8.593705326083815E7,0,0.0,58,4.3282775935997903E8
47,8.654709769071913E7,0,0.0,58,4.3713161545200783E8
45,8.574794371285826E7,0,0.0,58,4.4244332306260955E8
45,8.636472510116398E7,0,0.0,56,4.436791813489443E8
45,8.684906900088766E7,0,0.0,55,4.25048674529577E8
44,8.388088919054852E7,0,0.0,55,4.2877096038204515E8
44,8.423776469051579E7,0,0.0,54,4.31340273360728E8
46,8.493491046871665E7,0,0.0,54,4.3630022086131936E8
47,8.522477872806142E7,0,0.0,53,4.3989543771487635E8
45,8.467841511291294E7,0,0.0,52,4.449034601647561E8
44,8.159486408490622E7,0,0.0,50,4.02845595689386E8
43,8.189890957674137E7,0,0.0,48,3.707801075423463E8
42,7.898355811002639E7,0,0.0,48,3.7482750487148297E8
41,7.762698135803227E7,0,0.0,46,3.7114022697756857E8
41,7.799939761132051E7,0,0.0,46,3.738721784124342E8
41,7.837457900105774E7,0,0.0,46,3.766434318300499E8
42,7.884605898068184E7,0,0.0,47,3.800730600268659E8
41,7.914350508011456E7,0,0.0,46,3.549654277641133E8
42,7.954033627040003E7,0,0.0,45,3.5281922844711477E8
42,8.007756773446159E7,0,0.0,45,3.567264848244124E8
42,8.023414130065516E7,0,0.0,44,3.424692359131916E8
41,8.066179259622076E7,0,0.0,44,3.4573211354709744E8
41,8.117742165508749E7,0,0.0,43,3.458332686652768E8
40,7.954198440813662E7,0,0.0,43,3.4874737345115906E8
40,7.999111102507752E7,0,0.0,43,3.519996384410322E8
36,6.835977722641356E7,0,0.0,43,3.5497987475548965E8
36,6.867012009137125E7,0,0.0,43,3.5744702814464456E8
36,6.892486271585584E7,0,0.0,41,3.288926564172176E8
36,6.93386489247554E7,0,0.0,39,3.290547942362691E8
36,6.977291299254346E7,0,0.0,39,3.32341021473839E8
35,6.941223068327905E7,0,0.0,38,3.161745278566176E8
35,6.6341715446264386E7,0,0.0,39,3.19463116204653E8
34,6.438300160709534E7,0,0.0,39,3.226391576738934E8
34,6.491984814927228E7,0,0.0,38,3.264137598343989E8
32,6.3976088621589184E7,0,0.0,38,3.284555307911817E8
32,6.426399321705193E7,0,0.0,36,2.941348529386823E8
32,6.4559852428742416E7,0,0.0,34,2.9234739030200106E8
32,6.2346381350454755E7,0,0.0,34,2.677190063157488E8
33,6.2658181837642625E7,0,0.0,35,2.7019010815640163E8
33,6.305870272443402E7,0,0.0,35,2.7356469246446496E8
33,6.341062784720135E7,0,0.0,35,2.765392488005107E8
33,6.365838863102341E7,0,0.0,37,2.786623910739525E8
32,6.077839746077753E7,0,0.0,34,2.75166395335841E8
30,5.7420362715742774E7,0,0.0,34,2.779074563375032E8
30,5.77533216529205E7,0,0.0,34,2.8078923769922847E8
29,5.557309648883131E7,0,0.0,34,2.838751930616172E8
30,5.587818173277063E7,0,0.0,35,2.8655558277548504E8
30,5.624016787600794E7,0,0.0,35,2.898284390902196E8
31,5.653758003544432E7,0,0.0,36,2.924337025814217E8
30,5.384529844245734E7,0,0.0,36,2.9513952779016244E8
30,5.409143959461689E7,0,0.0,36,2.9743763785810196E8
30,5.428468398229909E7,0,0.0,36,2.992301610211197E8
30,5.462110019206695E7,0,0.0,35,3.0054776644765145E8
29,5.456216550762726E7,0,0.0,35,3.0324892454123676E8
27,5.1229165779560976E7,0,0.0,35,3.0590758622021914E8
27,5.16017220486188E7,0,0.0,35,3.09574312444426E8
27,5.184198609591906E7,0,0.0,34,3.091987444286981E8
27,5.216447497303152E7,0,0.0,34,3.12261553103641E8
27,5.254427652488692E7,0,0.0,34,3.1588732572636044E8
