# date:Sat Dec 04 10:52:09 CET 2021
# maxtrees:1000000.0
# AP mean [mm]:700.0
# AP std [mm]:150.0
# Temp mean [°C]:f(t) = 0.01*t + 10
# Temp std [°C]:2.5
# offspringRate [%]:5.0
Spruce (count),Spruce volume (m^3),Fir (count),Fir volume (m^3),Beech (count),Beech volume (m^3)
1681,7.29210662875755E8,0,2.384185791015625E-7,1829,3.008016582954562E9
1664,7.262059603747553E8,0,2.384185791015625E-7,1805,2.9802236217702746E9
1648,7.324967769901543E8,0,2.384185791015625E-7,1783,3.02192074095575E9
1712,7.410327090976422E8,0,2.384185791015625E-7,1840,3.00800781723862E9
1693,7.41587792577169E8,0,2.384185791015625E-7,1818,3.035060740480676E9
1677,7.454065812155399E8,0,2.384185791015625E-7,1796,3.0356892291136847E9
1657,7.457945817205732E8,0,2.384185791015625E-7,1772,3.0204043563483024E9
1636,7.520327068676598E8,0,2.384185791015625E-7,1753,3.0554656995050664E9
1610,7.567062629475379E8,0,2.384185791015625E-7,1730,3.056220041863978E9
1673,7.50983370943262E8,0,2.384185791015625E-7,1794,3.015271943555177E9
1650,7.568401981976094E8,0,2.384185791015625E-7,1773,3.052284025594493E9
1626,7.515669579362379E8,0,2.384185791015625E-7,1756,3.0586971410855126E9
1610,7.409539265358636E8,0,2.384185791015625E-7,1741,3.0150608133920245E9
1582,7.405596611291866E8,0,2.384185791015625E-7,1720,3.0210949961043735E9
1568,7.442336288583363E8,0,2.384185791015625E-7,1700,3.0412891229534216E9
1544,7.41738408671354E8,0,2.384185791015625E-7,1677,3.065779888864836E9
1604,7.453899430580434E8,0,2.384185791015625E-7,1746,3.062480656511873E9
1581,7.442709742220364E8,0,2.384185791015625E-7,1723,3.070864230501664E9
1567,7.456178353035468E8,0,2.384185791015625E-7,1686,2.990561781621324E9
1551,7.472599626427262E8,0,2.384185791015625E-7,1664,2.9052212776452503E9
1536,7.50357947863766E8,0,2.384185791015625E-7,1643,2.893483169217025E9
1520,7.534399361407015E8,0,2.384185791015625E-7,1629,2.9325977679751945E9
1499,7.491156266818584E8,0,2.384185791015625E-7,1606,2.8903939935117373E9
1487,7.452849412901478E8,0,2.384185791015625E-7,1583,2.874992080474992E9
1477,7.544608696681613E8,0,2.384185791015625E-7,1563,2.9072872157267947E9
1461,7.618448872568114E8,0,2.384185791015625E-7,1540,2.9253626301061E9
1437,7.503594354534286E8,0,2.384185791015625E-7,1514,2.8973331577244124E9
1415,7.570963078500636E8,0,2.384185791015625E-7,1495,2.9323928296782017E9
1460,7.536793765013481E8,0,2.384185791015625E-7,1563,2.94455928000245E9
1436,7.520179568684698E8,0,2.384185791015625E-7,1546,2.963810302530122E9
1421,7.601627425090483E8,0,2.384185791015625E-7,1526,2.9735281989884543E9
1405,7.584333667348928E8,0,2.384185791015625E-7,1516,3.004780051744046E9
1390,7.624837308268661E8,0,2.384185791015625E-7,1498,3.0417070057890677E9
1450,7.669268418997732E8,0,2.384185791015625E-7,1550,3.043348204292529E9
1432,7.615007154996656E8,0,2.384185791015625E-7,1523,2.9359188477663836E9
1416,7.543411766442615E8,0,2.384185791015625E-7,1508,2.906948728912215E9
1467,7.547283455066009E8,0,2.384185791015625E-7,1572,2.9312262583435135E9
1513,7.534559040015848E8,0,2.384185791015625E-7,1640,2.98020312349895E9
1496,7.578918271296519E8,0,2.384185791015625E-7,1617,2.938871119360119E9
1486,7.652961290194223E8,0,2.384185791015625E-7,1599,2.9681593509076257E9
1469,7.740722616195647E8,0,2.384185791015625E-7,1581,2.969821840348233E9
1451,7.759503288105539E8,0,2.384185791015625E-7,1561,2.9573847461813726E9
1434,7.736431498746974E8,0,2.384185791015625E-7,1546,2.982653950949792E9
1495,7.794253106929116E8,0,2.384185791015625E-7,1609,3.006080505470466E9
1568,7.866710034902419E8,0,2.384185791015625E-7,1646,3.023434448983987E9
1554,7.895416815645132E8,0,2.384185791015625E-7,1620,3.006960321528723E9
1542,7.978085547533838E8,0,2.384185791015625E-7,1596,3.0423370332753353E9
1578,7.958329184376124E8,0,2.384185791015625E-7,1663,3.0667779637823787E9
1654,8.071387035768676E8,0,2.384185791015625E-7,1712,3.0516311009633884E9
