# date:Thu Dec 02 19:49:16 CET 2021
# maxtrees:1000000.0
# AP mean [mm]:700.0
# AP std [mm]:150.0
# Temp mean [°C]:f(t) = 10 + 0.01*t
# Temp std [°C]:2.5
# offspringRate [%]:3.5
Spruce (count),Spruce volume (m^3),Fir (count),Fir volume (m^3),Beech (count),Beech volume (m^3)
332,2.5284863487678105E8,0,0.0,632,3.125513750803963E9
340,2.5618988878158256E8,0,0.0,645,3.1441168436671505E9
344,2.5427123529793668E8,0,0.0,667,3.1808608621574597E9
351,2.5827257572320914E8,0,0.0,683,3.1912284473214545E9
360,2.6007588893983278E8,0,0.0,701,3.199645514829866E9
373,2.6326235670751342E8,0,0.0,715,3.1782528696438003E9
368,2.621896440640958E8,0,0.0,707,3.213728250681221E9
381,2.66466234461478E8,0,0.0,726,3.222915485203355E9
376,2.6916389160774636E8,0,0.0,709,3.1765388259193354E9
374,2.6983479970175564E8,0,0.0,703,3.1904805406256E9
372,2.74018012819423E8,0,0.0,693,3.191935937840247E9
365,2.6990917456399286E8,0,0.0,681,3.1675618399819684E9
371,2.692174904606415E8,0,0.0,702,3.1962571215701404E9
378,2.733269685620964E8,0,0.0,724,3.2301285527102594E9
387,2.7307014860731757E8,0,0.0,744,3.204366984595357E9
384,2.763240569117747E8,0,0.0,738,3.211911933776108E9
378,2.738041971339961E8,0,0.0,729,3.190037249859049E9
385,2.714640693876357E8,0,0.0,746,3.194652926430763E9
380,2.7312289568073076E8,0,0.0,741,3.2085632308471136E9
373,2.702510550987869E8,0,0.0,733,3.232212905055529E9
367,2.714978458277055E8,0,0.0,714,3.230443616998406E9
365,2.697025192891036E8,0,0.0,710,3.272789647323419E9
362,2.737766217596885E8,0,0.0,702,3.216637787189365E9
357,2.726507471016537E8,0,0.0,691,3.2342401338759875E9
350,2.6669102599851283E8,0,0.0,687,3.2474671533729987E9
344,2.686955547428022E8,0,0.0,674,3.231134805914751E9
348,2.695465826958244E8,0,0.0,696,3.2673028617639284E9
358,2.736259975339772E8,0,0.0,712,3.292680071279304E9
356,2.763745983592019E8,0,0.0,706,3.32844521586779E9
354,2.782023663115991E8,0,0.0,697,3.3635578114540024E9
350,2.8159278002081096E8,0,0.0,686,3.3677907059790487E9
347,2.8228412977762085E8,0,0.0,676,3.3555052412418256E9
340,2.848698252779265E8,0,0.0,668,3.299144720162594E9
350,2.883190417918984E8,0,0.0,681,3.226814922514653E9
347,2.8230956152553505E8,0,0.0,669,3.190626223031952E9
344,2.8427972304858553E8,0,0.0,660,3.2332096076544213E9
358,2.8870572912096745E8,0,0.0,670,3.238796535613348E9
355,2.89698229585651E8,0,0.0,663,3.251507932715299E9
352,2.9162055141483E8,0,0.0,654,3.2174356895579996E9
348,2.899045464585176E8,0,0.0,649,3.2299303978909082E9
344,2.9414022813943887E8,0,0.0,640,3.200714007323729E9
339,2.961154148526695E8,0,0.0,627,3.208251531649011E9
352,3.004784370972394E8,0,0.0,638,3.16838732508292E9
364,3.044787925636336E8,0,0.0,647,3.180604884662578E9
379,3.039568450240282E8,0,0.0,662,3.224938018781218E9
375,3.053408431355047E8,0,0.0,654,3.2266483180229506E9
370,3.03945136831516E8,0,0.0,649,3.2531466835560493E9
373,3.010829353960666E8,0,0.0,665,3.2017010373883924E9
367,3.014997380849829E8,0,0.0,658,3.2294146228380733E9
361,3.028880777225162E8,0,0.0,650,3.258796198463926E9
361,3.0310383469836104E8,0,0.0,668,3.255705448999973E9
369,3.0385240395091784E8,0,0.0,680,3.233322119136363E9
374,3.0547211041794056E8,0,0.0,698,3.205345047427499E9
369,3.0247724344473827E8,0,0.0,687,3.125101982851577E9
365,3.0147194258948433E8,0,0.0,681,3.1172990169310417E9
378,3.051003011513322E8,0,0.0,697,3.1322625824924607E9
374,3.0813994278069264E8,0,0.0,690,3.0868533821021395E9
368,3.0624895718954927E8,0,0.0,681,3.0795047021583486E9
367,3.108256436086413E8,0,0.0,672,3.10039666276825E9
366,3.1169064977685595E8,0,0.0,693,3.072236647349985E9
373,3.117291454806876E8,0,0.0,713,3.0971111171747103E9
372,3.1595408374517316E8,0,0.0,703,3.0924636163861184E9
382,3.1462065128774196E8,0,0.0,720,3.105092241173364E9
376,3.128365190709279E8,0,0.0,711,3.1157689740606756E9
388,3.174978380703563E8,0,0.0,722,3.0705536977475567E9
384,3.2072948134486604E8,0,0.0,713,3.058332447861827E9
394,3.176778447616893E8,0,0.0,725,3.0593444550665083E9
401,3.18545848489553E8,0,0.0,745,3.064043462926339E9
396,3.217967325105675E8,0,0.0,731,3.0672907884550157E9
408,3.2111429302747995E8,0,0.0,744,3.0982156123167324E9
402,3.212778764187201E8,0,0.0,733,3.070987980136936E9
402,3.258937496494803E8,0,0.0,723,3.094856935559236E9
398,3.30171662965715E8,0,0.0,716,3.126477446279968E9
390,3.23463115642346E8,0,0.0,709,3.1074872701629686E9
402,3.2816091501698714E8,0,0.0,722,3.136742545183411E9
395,3.31811344176795E8,0,0.0,717,3.1590212353902383E9
386,3.262935074368796E8,0,0.0,707,3.114227350677798E9
382,3.2557408010078335E8,0,0.0,697,3.10126759001091E9
390,3.289663305977732E8,0,0.0,717,3.0726392815080724E9
388,3.309190562322024E8,0,0.0,704,3.0874763071916785E9
402,3.2915311787002885E8,0,0.0,715,3.0571717239447784E9
396,3.287750975769454E8,0,0.0,706,3.050764623462832E9
394,3.302579590891464E8,0,0.0,701,3.0795791568586655E9
387,3.2957731705057335E8,0,0.0,695,3.123513432617858E9
381,3.283655943618939E8,0,0.0,687,3.1243935808367634E9
394,3.3137890103056854E8,0,0.0,698,3.140066499943182E9
395,3.2592803623586005E8,0,0.0,716,3.0446290987632456E9
387,3.2521565049080503E8,0,0.0,706,3.042349395118704E9
382,3.27259297269405E8,0,0.0,700,3.070210348466747E9
388,3.245729991844734E8,0,0.0,716,3.118351666996678E9
397,3.249116092264616E8,0,0.0,726,3.12542689405324E9
405,3.260881775249949E8,0,0.0,744,3.120302109447267E9
402,3.3032526805721784E8,0,0.0,729,3.11158114363814E9
394,3.280223503416523E8,0,0.0,718,3.155173870164989E9
390,3.239968685973247E8,0,0.0,703,3.1269052926116247E9
386,3.281133767471137E8,0,0.0,698,3.107746017741498E9
383,3.309737727579546E8,0,0.0,687,3.0815796486169086E9
375,3.317652935875365E8,0,0.0,676,3.11347778047895E9
370,3.2923188912013704E8,0,0.0,666,3.0862193149397297E9
376,3.2650369097965676E8,0,0.0,684,3.1313613714647603E9
383,3.297822250591919E8,0,0.0,705,3.1765608962003555E9
378,3.287790131200534E8,0,0.0,698,3.1920883301197166E9
388,3.1987718731518656E8,0,0.0,714,3.192649992084636E9
382,3.194152859895594E8,0,0.0,707,3.216104991303507E9
376,3.1361497203373784E8,0,0.0,695,3.25388100780234E9
384,3.1492045308104736E8,0,0.0,713,3.213891712421753E9
379,3.18919143556983E8,0,0.0,700,3.252482866245723E9
377,3.232392714672355E8,0,0.0,692,3.2715532410899205E9
385,3.2651118372428554E8,0,0.0,712,3.3035420593891845E9
394,3.307505408833222E8,0,0.0,721,3.2850829902766075E9
391,3.338151968690788E8,0,0.0,709,3.2457259582094417E9
386,3.335037183908059E8,0,0.0,703,3.259843770090402E9
382,3.363806493669336E8,0,0.0,696,3.279716808348224E9
380,3.3876053054287475E8,0,0.0,687,3.231875226425931E9
382,3.385037080115738E8,0,0.0,705,3.233818473831856E9
379,3.38174543706739E8,0,0.0,701,3.253071434145933E9
376,3.3740612586822826E8,0,0.0,697,3.2460590496937423E9
371,3.371463583702995E8,0,0.0,691,3.27499668584803E9
367,3.40573702285391E8,0,0.0,685,3.274569414416803E9
362,3.395489753150998E8,0,0.0,669,3.248448771724813E9
367,3.3855538920592195E8,0,0.0,682,3.203166368452218E9
380,3.425592181362398E8,0,0.0,693,3.1805051466785483E9
375,3.417246990453231E8,0,0.0,686,3.1929790355179777E9
369,3.4107012462895244E8,0,0.0,679,3.236778978227606E9
365,3.431670246173584E8,0,0.0,676,3.2450026097811947E9
361,3.462222657965261E8,0,0.0,664,3.224127179344788E9
358,3.4934370766032386E8,0,0.0,656,3.25438104815679E9
372,3.509920149705914E8,0,0.0,668,3.2449083653698716E9
367,3.468465807561863E8,0,0.0,665,3.2345228329938455E9
365,3.479839165152758E8,0,0.0,652,3.1548045867462115E9
360,3.4905850470640343E8,0,0.0,641,3.1281953752696433E9
356,3.4938447288549995E8,0,0.0,636,3.0956250421486998E9
354,3.5143579851142377E8,0,0.0,629,3.0790045595571003E9
350,3.5484395637957495E8,0,0.0,624,3.1033188107716875E9
353,3.531954741075609E8,0,0.0,637,3.0786855625205526E9
355,3.4970176908878034E8,0,0.0,653,3.1044555042773404E9
352,3.4347897370681125E8,0,0.0,645,3.083728760759663E9
350,3.456066987922966E8,0,0.0,639,3.1033453460791626E9
346,3.468153943014777E8,0,0.0,629,3.124595451086042E9
342,3.469761011380472E8,0,0.0,616,3.112976021900847E9
351,3.474011227409462E8,0,0.0,626,3.053950159622017E9
347,3.497660505707912E8,0,0.0,622,3.098246516833891E9
358,3.504919950387162E8,0,0.0,638,3.1348506981425743E9
350,3.482655582606805E8,0,0.0,630,3.1259489501416407E9
344,3.40842414020771E8,0,0.0,622,3.1059515500972314E9
340,3.446555099193049E8,0,0.0,615,3.1132354166740026E9
337,3.45461271313457E8,0,0.0,611,3.1471117466701956E9
332,3.411823787719617E8,0,0.0,606,3.163453880962812E9
327,3.404014989461383E8,0,0.0,598,3.1633378397348175E9
339,3.4315618364925534E8,0,0.0,615,3.2082707050745177E9
334,3.4149879451653796E8,0,0.0,601,3.205403466417684E9
338,3.370941939140539E8,0,0.0,621,3.207251985889028E9
333,3.3545102052394795E8,0,0.0,612,3.236355836000406E9
330,3.368533747924052E8,0,0.0,604,3.2381955211115036E9
327,3.4077300798143256E8,0,0.0,592,3.1434094185670266E9
326,3.438944537412001E8,0,0.0,582,3.0915122355778956E9
319,3.3930339156741667E8,0,0.0,571,3.0405431866231346E9
324,3.3776257921960676E8,0,0.0,584,3.061038925374734E9
321,3.411873353990658E8,0,0.0,580,3.1047109168526926E9
317,3.440978152663403E8,0,0.0,573,3.0944580546712832E9
313,3.444421847473103E8,0,0.0,567,3.0837841422129436E9
309,3.427449330350826E8,0,0.0,559,3.0234996526390715E9
305,3.4216935077443767E8,0,0.0,556,3.0616421805716233E9
301,3.4125408087123084E8,0,0.0,551,3.0607740147223244E9
312,3.408089091698369E8,0,0.0,561,3.023715275466781E9
306,3.3862519005626786E8,0,0.0,557,3.0321483517232275E9
313,3.365568272849451E8,0,0.0,572,3.035242008187354E9
307,3.332063509830485E8,0,0.0,567,3.0419895765633926E9
307,3.22103357640607E8,0,0.0,576,2.9634479155896015E9
318,3.2571366885432E8,0,0.0,584,2.977873090156556E9
315,3.245561057930056E8,0,0.0,580,3.0165614261002727E9
313,3.24272769501816E8,0,0.0,574,3.0302581386496987E9
320,3.1600003700856614E8,0,0.0,579,2.9676070573885946E9
316,3.1568108862087286E8,0,0.0,572,2.994417273662447E9
313,3.188863142825694E8,0,0.0,563,2.962143169653596E9
308,3.1935694019656295E8,0,0.0,559,2.9941866214870524E9
301,3.1436012990519696E8,0,0.0,555,3.035893739430017E9
301,3.179351494414073E8,0,0.0,547,3.0726214142846518E9
300,3.1814567923197657E8,0,0.0,537,3.0840801509049635E9
299,3.1887304857861316E8,0,0.0,526,3.0460001073107963E9
293,3.174218468572446E8,0,0.0,521,3.0593608722092786E9
288,3.1459128584076786E8,0,0.0,512,3.060646065248693E9
292,3.164786964619325E8,0,0.0,525,3.1002764106969748E9
289,3.184232281837715E8,0,0.0,513,3.121333273065569E9
284,3.160734398465232E8,0,0.0,506,3.1482870213940053E9
280,3.1497370404874873E8,0,0.0,498,3.1516750519929166E9
286,3.163592749714453E8,0,0.0,511,3.1693480941616936E9
283,3.1868900831681293E8,0,0.0,506,3.185425353318318E9
280,3.1908311875455284E8,0,0.0,499,3.1746945537697988E9
277,3.1868769299806684E8,0,0.0,493,3.167874034182481E9
275,3.180957410240929E8,0,0.0,488,3.1720287995232E9
275,3.21556888594342E8,0,0.0,482,3.1190654363101625E9
280,3.1844005778963345E8,0,0.0,495,3.1338538864423676E9
277,3.1689461220182943E8,0,0.0,491,3.1642468512934613E9
273,3.155776497750453E8,0,0.0,483,3.1327453879961295E9
279,3.132307041179722E8,0,0.0,492,3.134076082654335E9
276,3.1333210275699323E8,0,0.0,484,3.117158373436279E9
274,3.1317539461717683E8,0,0.0,479,3.125571794688764E9
268,3.059849505985793E8,0,0.0,475,3.136228080081312E9
273,3.0748550827759606E8,0,0.0,490,3.1174219862711797E9
278,3.014392816279821E8,0,0.0,499,3.0941183887523503E9
274,3.007100959824032E8,0,0.0,495,3.0895146093646245E9
270,2.992512428346129E8,0,0.0,489,3.066502288596257E9
265,2.947140217155338E8,0,0.0,480,3.049119623633669E9
262,2.902899144256366E8,0,0.0,472,2.9910437917815366E9
267,2.935321581626879E8,0,0.0,487,2.9645588362605524E9
270,2.891453799150257E8,0,0.0,501,2.9468904255385847E9
282,2.888962156632614E8,0,0.0,505,2.8744919111053467E9
287,2.919975198876904E8,0,0.0,519,2.882366294417097E9
285,2.943711952466318E8,0,0.0,517,2.9191096600531635E9
282,2.952734527082403E8,0,0.0,509,2.9422285700232906E9
279,2.9359176831941664E8,0,0.0,503,2.96690967714032E9
285,2.893093090273912E8,0,0.0,513,2.9468308411663294E9
282,2.9206046478032047E8,0,0.0,507,2.9580086704875803E9
278,2.9117366408798385E8,0,0.0,501,2.9334274110754232E9
284,2.890928529477063E8,0,0.0,513,2.9478585001657686E9
281,2.910339102529348E8,0,0.0,505,2.9317615016556563E9
278,2.9043390912061334E8,0,0.0,493,2.906219984473689E9
271,2.878172585239743E8,0,0.0,483,2.869239550071475E9
268,2.895210316934927E8,0,0.0,477,2.893411388315151E9
272,2.881164584789145E8,0,0.0,493,2.87639296419622E9
270,2.886254450874009E8,0,0.0,491,2.9119552110687227E9
267,2.8574523471918786E8,0,0.0,484,2.9060777174277987E9
264,2.847814420469687E8,0,0.0,480,2.936563449484046E9
257,2.832770334937284E8,0,0.0,473,2.9124591658369946E9
263,2.8536964542570865E8,0,0.0,481,2.909692637137114E9
265,2.796023023614271E8,0,0.0,495,2.899477087085224E9
274,2.8091914381069624E8,0,0.0,504,2.8948714909449553E9
270,2.812389585582316E8,0,0.0,498,2.887772965288381E9
261,2.679693707395817E8,0,0.0,487,2.845139011409052E9
261,2.7110499607574356E8,0,0.0,480,2.8036187209005404E9
260,2.7101196083887476E8,0,0.0,475,2.8033862881263285E9
256,2.6606627984641552E8,0,0.0,470,2.8299778044015956E9
251,2.6172832748282808E8,0,0.0,461,2.8035851104698725E9
249,2.6383628832529324E8,0,0.0,452,2.803180057282983E9
248,2.6382692558199555E8,0,0.0,447,2.8344584218863535E9
245,2.6156442592969614E8,0,0.0,440,2.864758366137038E9
244,2.626460837707839E8,0,0.0,433,2.7559180797481847E9
242,2.6292947268030858E8,0,0.0,426,2.776949942883607E9
238,2.6117442675848058E8,0,0.0,419,2.7854515160113244E9
235,2.5976650195120293E8,0,0.0,413,2.7967112880646925E9
231,2.572063506427263E8,0,0.0,405,2.8011984432152505E9
229,2.566044023399528E8,0,0.0,397,2.7554863126612754E9
223,2.4918702016101933E8,0,0.0,392,2.781443435650871E9
222,2.5209189611790425E8,0,0.0,389,2.7849437120783477E9
221,2.5404548759653717E8,0,0.0,382,2.7530856889717817E9
219,2.5675694577578625E8,0,0.0,379,2.7250092176305733E9
216,2.550775302326364E8,0,0.0,376,2.738761816673623E9
215,2.561623986973802E8,0,0.0,371,2.728563481525421E9
213,2.5472695713916874E8,0,0.0,369,2.734207506732588E9
205,2.391243043722628E8,0,0.0,368,2.7679796993344727E9
204,2.3952655381754628E8,0,0.0,367,2.802270904387364E9
201,2.3698982231559548E8,0,0.0,364,2.8171745203132367E9
199,2.3974631919770673E8,0,0.0,360,2.8034186556206017E9
197,2.413909169211865E8,0,0.0,358,2.8304938574209523E9
196,2.4228544920361546E8,0,0.0,354,2.844368782012853E9
193,2.415610748197447E8,0,0.0,349,2.837708876822154E9
193,2.4459647097325587E8,0,0.0,347,2.8644962148733797E9
191,2.431685072455101E8,0,0.0,342,2.893219589124108E9
187,2.4150544816176412E8,0,0.0,333,2.8708053712094035E9
185,2.3840004029821098E8,0,0.0,328,2.891757247358099E9
186,2.388007534517274E8,0,0.0,337,2.8594716807623043E9
183,2.362547662424958E8,0,0.0,335,2.8902148247545614E9
181,2.357888983562611E8,0,0.0,328,2.8369532608316197E9
179,2.328807483218214E8,0,0.0,325,2.838554954416959E9
178,2.3537550491040072E8,0,0.0,322,2.838374136386269E9
173,2.3284127316503718E8,0,0.0,316,2.8417485972530503E9
171,2.3472791258099273E8,0,0.0,314,2.8474039628372912E9
170,2.3726144192586574E8,0,0.0,312,2.8516766054762917E9
170,2.4009232371978277E8,0,0.0,308,2.8446300253692822E9
168,2.3778020184833342E8,0,0.0,300,2.806014610042117E9
165,2.3371926101629636E8,0,0.0,297,2.8326701497069306E9
160,2.2658600630612668E8,0,0.0,294,2.8573909379151254E9
160,2.2926217498057055E8,0,0.0,291,2.8775597560219154E9
157,2.2586016751836234E8,0,0.0,287,2.871877404132201E9
155,2.2469873636414292E8,0,0.0,282,2.873332413873824E9
153,2.2399977814430866E8,0,0.0,277,2.8145846716578174E9
150,2.1991301075527608E8,0,0.0,271,2.7691882773213816E9
148,2.1990173778873977E8,0,0.0,268,2.7925662833449154E9
147,2.2149431135230562E8,0,0.0,268,2.821768543189202E9
147,2.2396125126396203E8,0,0.0,262,2.769906674636642E9
149,2.235442808029686E8,0,0.0,273,2.7973827373948894E9
152,2.212779376467035E8,0,0.0,280,2.7926581653467436E9
148,2.1872577167875457E8,0,0.0,277,2.7544883586558704E9
145,2.1799927225168505E8,0,0.0,276,2.779080027469796E9
144,2.200689909472002E8,0,0.0,273,2.778991306964473E9
142,2.2033231791080767E8,0,0.0,272,2.783769493084982E9
140,2.2097404230962276E8,0,0.0,269,2.7728868811394567E9
145,2.197089735913514E8,0,0.0,274,2.7688825122288575E9
144,2.188482895799295E8,0,0.0,271,2.771615133882555E9
143,2.195151736668597E8,0,0.0,267,2.7903428794923615E9
142,2.2075681130162826E8,0,0.0,262,2.7384514530384827E9
141,2.2287390193764022E8,0,0.0,258,2.689078742951321E9
143,2.2503703857346338E8,0,0.0,270,2.683626477042365E9
140,2.2025635210942447E8,0,0.0,264,2.5768049635351744E9
137,2.1585489734355125E8,0,0.0,259,2.5574531845167575E9
133,2.121731819279469E8,0,0.0,255,2.545416923979328E9
