# date:Thu Dec 02 19:45:41 CET 2021
# maxtrees:1000000.0
# AP mean [mm]:700.0
# AP std [mm]:50.0
# Temp mean [°C]:f(t) = 10 + 0.01*t
# Temp std [°C]:1.0
# offspringRate [%]:2.0
Spruce (count),Spruce volume (m^3),Fir (count),Fir volume (m^3),Beech (count),Beech volume (m^3)
568,4.198000901490258E8,0,0.0,779,3.512681324288922E9
560,4.178062485473807E8,0,0.0,770,3.5240938168666663E9
554,4.234200556809128E8,0,0.0,765,3.5684754123116965E9
546,4.182494075343355E8,0,0.0,753,3.5374706989539714E9
559,4.215581004859235E8,0,0.0,758,3.585646178269795E9
559,4.16928507259113E8,0,0.0,764,3.586908820613549E9
557,4.093943742719737E8,0,0.0,767,3.557598991556155E9
560,4.1286998444724315E8,0,0.0,773,3.5759204689136715E9
571,4.1294362961558217E8,0,0.0,772,3.5418505535992336E9
569,4.161095254983198E8,0,0.0,764,3.5385568944956894E9
560,4.177492528195668E8,0,0.0,755,3.5063261670063725E9
553,4.2236295638837886E8,0,0.0,737,3.424682704448915E9
546,4.192628811127456E8,0,0.0,727,3.454463204950636E9
543,4.254092724546948E8,0,0.0,719,3.5003456578284526E9
539,4.281458512358656E8,0,0.0,711,3.496878879889963E9
529,4.2769899469117343E8,0,0.0,699,3.4525275850274787E9
536,4.3107850606645614E8,0,0.0,704,3.47720310593465E9
530,4.3613221276182675E8,0,0.0,693,3.435944799032707E9
525,4.359259947699617E8,0,0.0,681,3.3883912220100183E9
527,4.336150315000515E8,0,0.0,692,3.4351493764435987E9
519,4.2907189922401154E8,0,0.0,677,3.4140102049790106E9
516,4.3142244832910156E8,0,0.0,667,3.403320000901155E9
514,4.346729690489019E8,0,0.0,656,3.370567585741809E9
507,4.342777232603211E8,0,0.0,648,3.38782168121583E9
502,4.3761235770621705E8,0,0.0,638,3.3197835133374496E9
509,4.422476992372728E8,0,0.0,638,3.3183130798025346E9
513,4.456204958026857E8,0,0.0,647,3.3448530565368357E9
519,4.479370417191392E8,0,0.0,656,3.3745818274075937E9
516,4.524788569521756E8,0,0.0,647,3.401598811898046E9
509,4.4978239746722907E8,0,0.0,635,3.3819777369016566E9
507,4.543808097749902E8,0,0.0,626,3.3628754789025483E9
512,4.534326268773827E8,0,0.0,632,3.3745052716135335E9
505,4.5387942820719135E8,0,0.0,627,3.386890482404055E9
498,4.590380996470559E8,0,0.0,617,3.362180190212557E9
505,4.5908049264614767E8,0,0.0,622,3.3758555968342724E9
506,4.5475110782400966E8,0,0.0,626,3.3519264981012483E9
497,4.514707664275624E8,0,0.0,618,3.3805309410228095E9
496,4.500818197482838E8,0,0.0,628,3.396173228807201E9
501,4.5102067803907275E8,0,0.0,634,3.427739737724155E9
496,4.52862924702974E8,0,0.0,626,3.418544078581689E9
487,4.529537649286233E8,0,0.0,621,3.446072453489545E9
496,4.54521649146024E8,0,0.0,620,3.4535942043544154E9
490,4.603359270779312E8,0,0.0,610,3.450622093053E9
486,4.589980789781503E8,0,0.0,597,3.3576464925347114E9
482,4.6293995831032914E8,0,0.0,590,3.3498463452640457E9
476,4.646528845832669E8,0,0.0,583,3.3187192186961412E9
469,4.621363017759616E8,0,0.0,575,3.334056485723827E9
474,4.6523527882201666E8,0,0.0,579,3.305117114242251E9
467,4.6243472140350896E8,0,0.0,568,3.226257658802682E9
470,4.629722432149806E8,0,0.0,567,3.190304952782132E9
466,4.67428364199801E8,0,0.0,560,3.1830776398147216E9
460,4.618309313261212E8,0,0.0,551,3.1808192569920874E9
453,4.61767146912882E8,0,0.0,543,3.060610895207431E9
454,4.643209901452116E8,0,0.0,546,3.013652043876358E9
450,4.667789349401727E8,0,0.0,537,3.0014957218819265E9
444,4.7020691993599164E8,0,0.0,530,2.9990586296613708E9
441,4.7333728164925283E8,0,0.0,526,3.0077600333690805E9
449,4.785696303446479E8,0,0.0,532,3.0402710575731177E9
444,4.7492047058651024E8,0,0.0,522,3.0165082408770742E9
446,4.7347670145703965E8,0,0.0,525,3.0388155319025564E9
450,4.759284566789936E8,0,0.0,532,3.045896564552996E9
459,4.7775967607105374E8,0,0.0,535,3.0768851890032573E9
463,4.7636021805709076E8,0,0.0,543,3.0632088695642557E9
461,4.8250572521052396E8,0,0.0,532,3.0532691199607916E9
468,4.8004473481660503E8,0,0.0,538,3.074282989753497E9
465,4.8193426227490276E8,0,0.0,531,3.0467850350536118E9
462,4.8103307085876876E8,0,0.0,522,3.0159733605495057E9
456,4.844997082114335E8,0,0.0,518,3.0500437090024896E9
451,4.890554762848106E8,0,0.0,514,3.07279805033899E9
446,4.854451880897782E8,0,0.0,506,3.0872666726614547E9
449,4.8313302337365603E8,0,0.0,513,3.125477073701437E9
446,4.850503774908428E8,0,0.0,505,3.129385616931889E9
438,4.858649055170413E8,0,0.0,494,2.98862614353131E9
429,4.829457115982666E8,0,0.0,485,2.990832419270809E9
432,4.8484589697983956E8,0,0.0,487,2.9877633883961463E9
429,4.8517120943091965E8,0,0.0,480,2.952044240404361E9
424,4.822780998974889E8,0,0.0,476,2.959227757208671E9
428,4.8208051987904423E8,0,0.0,483,2.957766002802357E9
423,4.859657601120487E8,0,0.0,477,2.9129502268446507E9
418,4.888516838538484E8,0,0.0,472,2.923141043574859E9
417,4.941545038425552E8,0,0.0,466,2.8862800655523415E9
414,4.937877920859196E8,0,0.0,458,2.8417792002188587E9
412,4.974471565657982E8,0,0.0,455,2.8668785807923956E9
405,4.952925046677953E8,0,0.0,451,2.874320564440879E9
400,4.9297547619917333E8,0,0.0,446,2.8541050455847735E9
401,4.905586874488174E8,0,0.0,453,2.8397085795015936E9
399,4.920915390207548E8,0,0.0,445,2.778970895084057E9
395,4.958714165251438E8,0,0.0,438,2.773371456012696E9
393,5.009798350235776E8,0,0.0,433,2.779622241557284E9
390,4.988745215121578E8,0,0.0,430,2.801242733888783E9
387,4.982094856169064E8,0,0.0,424,2.7910037232893004E9
379,4.890704162668157E8,0,0.0,418,2.723386950554919E9
374,4.889830714502357E8,0,0.0,414,2.757027877107029E9
368,4.8693495980066735E8,0,0.0,411,2.7876341759263515E9
362,4.794787774848858E8,0,0.0,406,2.8026685193699117E9
357,4.7992994967792815E8,0,0.0,400,2.783561779368149E9
350,4.7091123524092406E8,0,0.0,396,2.7879908653344593E9
358,4.7161204801225215E8,0,0.0,396,2.7852382431627984E9
353,4.689151121745938E8,0,0.0,395,2.8043563268871536E9
348,4.715544416709119E8,0,0.0,391,2.810466645462795E9
343,4.679750278565257E8,0,0.0,386,2.8422775376758842E9
340,4.6706968812220466E8,0,0.0,383,2.8761761779478064E9
337,4.691296156081541E8,0,0.0,375,2.8370424304789743E9
334,4.6911106772269464E8,0,0.0,369,2.83583745064414E9
329,4.6573910252162623E8,0,0.0,365,2.8505987201426983E9
326,4.686427282412337E8,0,0.0,361,2.8534910734503255E9
325,4.697695254097598E8,0,0.0,356,2.8645824185483065E9
326,4.678002862249365E8,0,0.0,359,2.8623009555890503E9
321,4.655571106508987E8,0,0.0,349,2.8059180833061066E9
320,4.66743082018831E8,0,0.0,347,2.816148118279505E9
314,4.5824458634934676E8,0,0.0,336,2.792933445640505E9
310,4.5476277170968497E8,0,0.0,332,2.764946912197431E9
306,4.5231861747750705E8,0,0.0,331,2.7828308131144204E9
306,4.5679591181235355E8,0,0.0,327,2.780223034676445E9
307,4.53485039591386E8,0,0.0,327,2.7479422415917473E9
303,4.543040800667724E8,0,0.0,325,2.7512113544418335E9
299,4.526416639392674E8,0,0.0,320,2.761127107307692E9
296,4.5412391814378434E8,0,0.0,318,2.7930778476197314E9
291,4.488558541864853E8,0,0.0,311,2.794885931049628E9
289,4.509882384552957E8,0,0.0,307,2.784807645360198E9
286,4.485512588390352E8,0,0.0,305,2.799886077086136E9
284,4.4824646409493786E8,0,0.0,303,2.807136710336193E9
279,4.486812169965047E8,0,0.0,298,2.809698485233836E9
274,4.465547609676831E8,0,0.0,293,2.800383361949632E9
269,4.416206753007672E8,0,0.0,291,2.7996929511399426E9
266,4.433624012152506E8,0,0.0,287,2.79275672869706E9
260,4.3029131950491536E8,0,0.0,280,2.8083624437313886E9
257,4.307963064647539E8,0,0.0,273,2.731989451216443E9
253,4.2653030123395026E8,0,0.0,270,2.7282122375013404E9
250,4.250919532399272E8,0,0.0,264,2.7324099546910796E9
249,4.2565967693081254E8,0,0.0,258,2.673979539972053E9
247,4.2423965268574256E8,0,0.0,256,2.652720280347399E9
242,4.1961720352270365E8,0,0.0,254,2.6648382559597044E9
236,4.095148559988297E8,0,0.0,253,2.692148505001629E9
230,4.0532460024955255E8,0,0.0,250,2.667219807695928E9
228,4.0402126892700297E8,0,0.0,246,2.5948165457036037E9
227,3.975502333313505E8,0,0.0,248,2.614504852575836E9
225,3.984218395465083E8,0,0.0,244,2.5773273025887322E9
221,3.922135154140656E8,0,0.0,244,2.6043072531728077E9
221,3.954415779163212E8,0,0.0,241,2.5601908678547077E9
218,3.928908080999891E8,0,0.0,239,2.5734314070270257E9
216,3.9024506966796774E8,0,0.0,233,2.536155723533013E9
211,3.774544853022748E8,0,0.0,229,2.512378912472551E9
210,3.771300667036377E8,0,0.0,225,2.500493664685556E9
205,3.708875523330963E8,0,0.0,222,2.475820494512454E9
202,3.650872761937656E8,0,0.0,221,2.5003274468524985E9
201,3.6807994866854274E8,0,0.0,220,2.515375462993001E9
200,3.6789803403336406E8,0,0.0,219,2.5315831597007833E9
200,3.7100758834437716E8,0,0.0,216,2.547336643558576E9
198,3.7006333809469056E8,0,0.0,213,2.5299533891024914E9
197,3.723311254368665E8,0,0.0,208,2.4981956890187216E9
198,3.7296061356110364E8,0,0.0,214,2.515023025530282E9
196,3.747888002563931E8,0,0.0,212,2.507370109149849E9
193,3.716828687585065E8,0,0.0,211,2.503838720574601E9
191,3.6943307602638364E8,0,0.0,203,2.4054288087757974E9
188,3.6862431620705324E8,0,0.0,199,2.4044044853019805E9
185,3.636111578967619E8,0,0.0,196,2.3914105953707676E9
180,3.534013449749234E8,0,0.0,190,2.334644549083995E9
180,3.5614403685663813E8,0,0.0,188,2.3440114434259963E9
175,3.519219198623321E8,0,0.0,183,2.313714995566439E9
174,3.5200361999716854E8,0,0.0,181,2.3100785039021125E9
171,3.5378769657593405E8,0,0.0,178,2.325086214168469E9
168,3.4877207370245934E8,0,0.0,176,2.3323845585342917E9
167,3.478113300864434E8,0,0.0,171,2.2871291347809787E9
162,3.367601531103535E8,0,0.0,171,2.3057905185432634E9
159,3.2996529450856024E8,0,0.0,169,2.320561225360004E9
159,3.2976935318245256E8,0,0.0,173,2.328569069080297E9
157,3.254048031661312E8,0,0.0,170,2.2991549195060496E9
154,3.2011877338380015E8,0,0.0,166,2.2124422575606503E9
151,3.147175026408913E8,0,0.0,164,2.198792949617899E9
151,3.169417101674507E8,0,0.0,162,2.193638288122452E9
150,3.1561553895056283E8,0,0.0,161,2.2038924260105658E9
148,3.141746967343658E8,0,0.0,160,2.2195648310252767E9
145,3.082144466896616E8,0,0.0,159,2.2058293153625774E9
143,3.0679971569463915E8,0,0.0,157,2.195864465121483E9
141,3.047726208260143E8,0,0.0,154,2.1569579893282905E9
138,3.004124737282557E8,0,0.0,149,2.093583505309524E9
138,3.023891636239526E8,0,0.0,147,2.0606780022164173E9
136,2.983806555314674E8,0,0.0,145,2.0433074760001159E9
135,2.966215888695153E8,0,0.0,148,2.0517675879382224E9
135,2.985941955928817E8,0,0.0,148,2.0672815866585414E9
132,2.9518016099112713E8,0,0.0,146,2.0427906254297388E9
129,2.886292495077436E8,0,0.0,144,2.008945423726046E9
128,2.89717757143679E8,0,0.0,143,2.0234416565263288E9
128,2.915275454020075E8,0,0.0,139,1.9611132540485818E9
125,2.844545270213419E8,0,0.0,137,1.9450772853855038E9
129,2.8369519158826345E8,0,0.0,135,1.9196575218063934E9
127,2.804828954124572E8,0,0.0,131,1.8819063832513561E9
125,2.8026980050719476E8,0,0.0,129,1.8948297064605596E9
126,2.7434287503147894E8,0,0.0,129,1.9035543617096584E9
122,2.6383398926943004E8,0,0.0,127,1.9063080454468822E9
122,2.6536014994795227E8,0,0.0,126,1.8915934285214016E9
117,2.5588760186297056E8,0,0.0,123,1.8946631187211819E9
113,2.524276823392111E8,0,0.0,122,1.876819877684321E9
111,2.489125373606161E8,0,0.0,119,1.848363001023253E9
110,2.468026822543992E8,0,0.0,117,1.83573073523311E9
108,2.4428926398870736E8,0,0.0,114,1.8004126891998894E9
108,2.456591145632232E8,0,0.0,113,1.8060816296677263E9
107,2.437184265687519E8,0,0.0,113,1.8183636413628583E9
105,2.387543656605563E8,0,0.0,112,1.8141524044134345E9
105,2.4006445891908464E8,0,0.0,111,1.8010839816823351E9
103,2.3600665527593756E8,0,0.0,110,1.7862921427154744E9
101,2.3105035338345078E8,0,0.0,108,1.7372168334066126E9
100,2.294733536026599E8,0,0.0,104,1.6852815795277133E9
99,2.272674342076729E8,0,0.0,103,1.665588495763733E9
96,2.1851815082827073E8,0,0.0,102,1.6468642947229352E9
96,2.197243911068128E8,0,0.0,101,1.63402119334664E9
94,2.1416311450628066E8,0,0.0,99,1.6116754399251938E9
94,2.1535237476997066E8,0,0.0,97,1.5975739952734063E9
93,2.1622059102471206E8,0,0.0,96,1.5768205948302355E9
93,2.1739674956462815E8,0,0.0,95,1.5702039306812658E9
93,2.185728591296269E8,0,0.0,93,1.533724262008081E9
91,2.1630579323630604E8,0,0.0,93,1.54311731446601E9
90,2.1462696870744133E8,0,0.0,92,1.5293878357555518E9
89,2.1219617907529712E8,0,0.0,90,1.5213748354214418E9
88,2.106839459488738E8,0,0.0,89,1.4995056268407996E9
87,2.1051969025063282E8,0,0.0,88,1.4787031486642873E9
84,2.0433770551082036E8,0,0.0,88,1.4878178678625565E9
83,2.0415161110993847E8,0,0.0,87,1.465982193969189E9
81,2.0023637594108343E8,0,0.0,85,1.4202411834911082E9
80,1.9832477573601574E8,0,0.0,84,1.4057222045392451E9
77,1.9059944698070318E8,0,0.0,84,1.41428708028401E9
77,1.9151056482125628E8,0,0.0,82,1.3831244040552518E9
76,1.8932173267750448E8,0,0.0,80,1.353908267807752E9
73,1.8137884853838667E8,0,0.0,78,1.3400295208903878E9
73,1.8222323379293782E8,0,0.0,78,1.3480870832576604E9
70,1.737937973246095E8,0,0.0,77,1.3251654175518706E9
69,1.7110275940201578E8,0,0.0,76,1.3046508576118252E9
67,1.67363873394964E8,0,0.0,75,1.281656881642723E9
66,1.6782823455513272E8,0,0.0,75,1.289559653191295E9
66,1.685831487972129E8,0,0.0,75,1.2977370036077743E9
65,1.6582743352659315E8,0,0.0,73,1.2782778233400786E9
64,1.6469216631241694E8,0,0.0,73,1.2860982998705478E9
62,1.584229311071013E8,0,0.0,73,1.2939713578028884E9
59,1.5368791235002613E8,0,0.0,73,1.3018028581588435E9
56,1.4436851819273975E8,0,0.0,73,1.3095913081537323E9
55,1.414574179556646E8,0,0.0,72,1.2927956291551883E9
55,1.420884597486398E8,0,0.0,71,1.2882984002768817E9
